"interval_no","interval_name","max_ma","min_ma","group","relN","N"
136,"Norian",228,208.5,"rugose_corals",NA,NA
136,"Norian",228,208.5,"scleractinian_corals",0.0162254483347566,114
136,"Norian",228,208.5,"sea_stars",0.00587084148727984,9
136,"Norian",228,208.5,"sea_urchins",0.00641267446246699,17
136,"Norian",228,208.5,"tabulate_corals",0.0423336141533277,201
136,"Norian",228,208.5,"trilobites",NA,NA
137,"Carnian",237,228,"ammonites",0.0013745704467354,2
137,"Carnian",237,228,"animalia",0.00909366326570502,1861
137,"Carnian",237,228,"anthozoa",0.00558990429406284,66
137,"Carnian",237,228,"arthropoda",0.0103598451522083,471
137,"Carnian",237,228,"bivalvia",0.00912497244875468,207
137,"Carnian",237,228,"bony_fish",0.00682980613151205,223
137,"Carnian",237,228,"brachiopoda",0.0090738423028786,145
137,"Carnian",237,228,"bryozoa",0.00346687211093991,27
137,"Carnian",237,228,"cartilagefish",0.0113930605903677,44
137,"Carnian",237,228,"crinoids",0.00900225056264066,24
137,"Carnian",237,228,"echinodermata",0.0100952813067151,89
137,"Carnian",237,228,"gasteropoda",0.0080517262413078,264
137,"Carnian",237,228,"insecta",0.0145263718294863,382
137,"Carnian",237,228,"mollusca",0.00940213990262069,616
137,"Carnian",237,228,"rugose_corals",NA,NA
137,"Carnian",237,228,"scleractinian_corals",0.00910902362653003,64
137,"Carnian",237,228,"sea_stars",0.00521852576647097,8
137,"Carnian",237,228,"sea_urchins",0.00829875518672199,22
137,"Carnian",237,228,"tabulate_corals",0.0216933445661331,103
137,"Carnian",237,228,"trilobites",NA,NA
138,"Ladinian",242,237,"ammonites",0.0013745704467354,2
138,"Ladinian",242,237,"animalia",0.00658203354051835,1347
138,"Ladinian",242,237,"anthozoa",0.00347251630388752,41
138,"Ladinian",242,237,"arthropoda",0.00446507126517684,203
138,"Ladinian",242,237,"bivalvia",0.00780251267357285,177
138,"Ladinian",242,237,"bony_fish",0.00652353679826039,213
138,"Ladinian",242,237,"brachiopoda",0.00682102628285357,109
138,"Ladinian",242,237,"bryozoa",0.00256805341551104,20
138,"Ladinian",242,237,"cartilagefish",0.0100983946141895,39
138,"Ladinian",242,237,"crinoids",0.00825206301575394,22
138,"Ladinian",242,237,"echinodermata",0.00862068965517241,76
138,"Ladinian",242,237,"gasteropoda",0.00533731853116994,175
138,"Ladinian",242,237,"insecta",0.00444917671217249,117
138,"Ladinian",242,237,"mollusca",0.00769265992032602,504
138,"Ladinian",242,237,"rugose_corals",NA,NA
138,"Ladinian",242,237,"scleractinian_corals",0.00555081127241674,39
138,"Ladinian",242,237,"sea_stars",0.00652315720808871,10
138,"Ladinian",242,237,"sea_urchins",0.003394945303659,9
138,"Ladinian",242,237,"tabulate_corals",0.0235888795282224,112
138,"Ladinian",242,237,"trilobites",NA,NA
139,"Anisian",247.2,242,"ammonites",0.0013745704467354,2
139,"Anisian",247.2,242,"animalia",0.00744693327078691,1524
139,"Anisian",247.2,242,"anthozoa",0.00254086558821038,30
139,"Anisian",247.2,242,"arthropoda",0.00514692943867676,234
139,"Anisian",247.2,242,"bivalvia",0.00793475865109103,180
139,"Anisian",247.2,242,"bony_fish",0.0101681418639552,332
139,"Anisian",247.2,242,"brachiopoda",0.0074468085106383,119
139,"Anisian",247.2,242,"bryozoa",0.00269645608628659,21
139,"Anisian",247.2,242,"cartilagefish",0.00854479544277576,33
139,"Anisian",247.2,242,"crinoids",0.00787696924231058,21
139,"Anisian",247.2,242,"echinodermata",0.00816696914700544,72
139,"Anisian",247.2,242,"gasteropoda",0.00481883615957057,158
139,"Anisian",247.2,242,"insecta",0.00456325816633076,120
139,"Anisian",247.2,242,"mollusca",0.00842529419845231,552
139,"Anisian",247.2,242,"rugose_corals",NA,NA
139,"Anisian",247.2,242,"scleractinian_corals",0.00384286934244236,27
139,"Anisian",247.2,242,"sea_stars",0.00587084148727984,9
139,"Anisian",247.2,242,"sea_urchins",0.004526593738212,12
139,"Anisian",247.2,242,"tabulate_corals",0.0366470092670598,174
139,"Anisian",247.2,242,"trilobites",NA,NA
145,"Capitanian",265.1,259.9,"ammonites",0.0178694158075601,26
145,"Capitanian",265.1,259.9,"animalia",0.00877604472069114,1796
145,"Capitanian",265.1,259.9,"anthozoa",0.00830016092148725,98
145,"Capitanian",265.1,259.9,"arthropoda",0.00600475101178955,273
145,"Capitanian",265.1,259.9,"bivalvia",0.00850782455366983,193
145,"Capitanian",265.1,259.9,"bony_fish",0.00238890079936296,78
145,"Capitanian",265.1,259.9,"brachiopoda",0.0290362953692115,464
145,"Capitanian",265.1,259.9,"bryozoa",0.0127118644067797,99
145,"Capitanian",265.1,259.9,"cartilagefish",0.00958052822371828,37
145,"Capitanian",265.1,259.9,"crinoids",0.00712678169542386,19
145,"Capitanian",265.1,259.9,"echinodermata",0.00555807622504537,49
145,"Capitanian",265.1,259.9,"gasteropoda",0.00631328534829816,207
145,"Capitanian",265.1,259.9,"insecta",0.00467733962048903,123
145,"Capitanian",265.1,259.9,"mollusca",0.00773844956270892,507
145,"Capitanian",265.1,259.9,"rugose_corals",0.0226025185663545,70
145,"Capitanian",265.1,259.9,"scleractinian_corals",0.000142328494164532,1
145,"Capitanian",265.1,259.9,"sea_stars",0.00260926288323549,4
145,"Capitanian",265.1,259.9,"sea_urchins",0.001131648434553,3
145,"Capitanian",265.1,259.9,"tabulate_corals",0.0086352148272957,41
145,"Capitanian",265.1,259.9,"trilobites",0.00312927831018971,16
146,"Wordian",268.8,265.1,"ammonites",0.0206185567010309,30
146,"Wordian",268.8,265.1,"animalia",0.00928423439271334,1900
146,"Wordian",268.8,265.1,"anthozoa",0.00982468027441348,116
146,"Wordian",268.8,265.1,"arthropoda",0.00582878761217667,265
146,"Wordian",268.8,265.1,"bivalvia",0.00903680846374256,205
146,"Wordian",268.8,265.1,"bony_fish",0.0018988698661603,62
146,"Wordian",268.8,265.1,"brachiopoda",0.0310387984981227,496
146,"Wordian",268.8,265.1,"bryozoa",0.0139958911145352,109
146,"Wordian",268.8,265.1,"cartilagefish",0.0129466597617815,50
146,"Wordian",268.8,265.1,"crinoids",0.0112528132033008,30
146,"Wordian",268.8,265.1,"echinodermata",0.00725952813067151,64
146,"Wordian",268.8,265.1,"gasteropoda",0.00616079053312187,202
146,"Wordian",268.8,265.1,"insecta",0.00399285089553942,105
146,"Wordian",268.8,265.1,"mollusca",0.00841003098432468,551
146,"Wordian",268.8,265.1,"rugose_corals",0.0277688085243784,86
146,"Wordian",268.8,265.1,"scleractinian_corals",NA,NA
146,"Wordian",268.8,265.1,"sea_stars",0.00260926288323549,4
146,"Wordian",268.8,265.1,"sea_urchins",0.001131648434553,3
146,"Wordian",268.8,265.1,"tabulate_corals",0.0162173546756529,77
146,"Wordian",268.8,265.1,"trilobites",0.00430275767651086,22
148,"Kungurian",279.3,272.3,"ammonites",0.022680412371134,33
148,"Kungurian",279.3,272.3,"animalia",0.0107697118955475,2204
148,"Kungurian",279.3,272.3,"anthozoa",0.0115185906665537,136
148,"Kungurian",279.3,272.3,"arthropoda",0.0110417033257083,502
148,"Kungurian",279.3,272.3,"bivalvia",0.00837557857615164,190
148,"Kungurian",279.3,272.3,"bony_fish",0.00339958959909344,111
148,"Kungurian",279.3,272.3,"brachiopoda",0.0318523153942428,509
148,"Kungurian",279.3,272.3,"bryozoa",0.0165639445300462,129
148,"Kungurian",279.3,272.3,"cartilagefish",0.0145002589331952,56
148,"Kungurian",279.3,272.3,"crinoids",0.0150037509377344,40
148,"Kungurian",279.3,272.3,"echinodermata",0.00828039927404719,73
148,"Kungurian",279.3,272.3,"gasteropoda",0.00634378431133341,208
148,"Kungurian",279.3,272.3,"insecta",0.0120926341407765,318
148,"Kungurian",279.3,272.3,"mollusca",0.0087152952668773,571
148,"Kungurian",279.3,272.3,"rugose_corals",0.0332579916047788,103
148,"Kungurian",279.3,272.3,"scleractinian_corals",NA,NA
148,"Kungurian",279.3,272.3,"sea_stars",0.00521852576647097,8
148,"Kungurian",279.3,272.3,"sea_urchins",0.001131648434553,3
148,"Kungurian",279.3,272.3,"tabulate_corals",0.0166385846672283,79
148,"Kungurian",279.3,272.3,"trilobites",0.00430275767651086,22
149,"Artinskian",290.1,279.3,"ammonites",0.0247422680412371,36
149,"Artinskian",290.1,279.3,"animalia",0.00968003596419217,1981
149,"Artinskian",290.1,279.3,"anthozoa",0.012958414499873,153
149,"Artinskian",290.1,279.3,"arthropoda",0.00750043990849903,341
149,"Artinskian",290.1,279.3,"bivalvia",0.00709720079347587,161
149,"Artinskian",290.1,279.3,"bony_fish",0.00245015466601329,80
149,"Artinskian",290.1,279.3,"brachiopoda",0.0299123904881101,478
149,"Artinskian",290.1,279.3,"bryozoa",0.0177195685670262,138
149,"Artinskian",290.1,279.3,"cartilagefish",0.0145002589331952,56
149,"Artinskian",290.1,279.3,"crinoids",0.0333833458364591,89
149,"Artinskian",290.1,279.3,"echinodermata",0.014065335753176,124
149,"Artinskian",290.1,279.3,"gasteropoda",0.00582530193973405,191
149,"Artinskian",290.1,279.3,"insecta",0.00692094155226832,182
149,"Artinskian",290.1,279.3,"mollusca",0.00796739777462338,522
149,"Artinskian",290.1,279.3,"rugose_corals",0.0377784953180497,117
149,"Artinskian",290.1,279.3,"scleractinian_corals",NA,NA
149,"Artinskian",290.1,279.3,"sea_stars",0.00391389432485323,6
149,"Artinskian",290.1,279.3,"sea_urchins",0.001131648434553,3
149,"Artinskian",290.1,279.3,"tabulate_corals",0.014743049705139,70
149,"Artinskian",290.1,279.3,"trilobites",0.00332485820457657,17
150,"Sakmarian",295.5,290.1,"ammonites",0.0254295532646048,37
150,"Sakmarian",295.5,290.1,"animalia",0.00861967866776123,1764
150,"Sakmarian",295.5,290.1,"anthozoa",0.0136359786567291,161
150,"Sakmarian",295.5,290.1,"arthropoda",0.00651064578567658,296
150,"Sakmarian",295.5,290.1,"bivalvia",0.00652413489089707,148
150,"Sakmarian",295.5,290.1,"bony_fish",0.0020826314661113,68
150,"Sakmarian",295.5,290.1,"brachiopoda",0.0257822277847309,412
150,"Sakmarian",295.5,290.1,"bryozoa",0.0161787365177196,126
150,"Sakmarian",295.5,290.1,"cartilagefish",0.0142413257379596,55
150,"Sakmarian",295.5,290.1,"crinoids",0.0288822205551388,77
150,"Sakmarian",295.5,290.1,"echinodermata",0.0123638838475499,109
150,"Sakmarian",295.5,290.1,"gasteropoda",0.00539831645724045,177
150,"Sakmarian",295.5,290.1,"insecta",0.00536182834543864,141
150,"Sakmarian",295.5,290.1,"mollusca",0.00691423599981684,453
150,"Sakmarian",295.5,290.1,"rugose_corals",0.0400387471746852,124
150,"Sakmarian",295.5,290.1,"scleractinian_corals",NA,NA
150,"Sakmarian",295.5,290.1,"sea_stars",0.00391389432485323,6
150,"Sakmarian",295.5,290.1,"sea_urchins",0.001131648434553,3
150,"Sakmarian",295.5,290.1,"tabulate_corals",0.0107413647851727,51
150,"Sakmarian",295.5,290.1,"trilobites",0.00293369841580286,15
151,"Asselian",298.9,295.5,"ammonites",0.0219931271477663,32
151,"Asselian",298.9,295.5,"animalia",0.00766193659356554,1568
151,"Asselian",298.9,295.5,"anthozoa",0.0136359786567291,161
151,"Asselian",298.9,295.5,"arthropoda",0.00547686081295091,249
151,"Asselian",298.9,295.5,"bivalvia",0.00603923297333039,137
151,"Asselian",298.9,295.5,"bony_fish",0.00205200453278613,67
151,"Asselian",298.9,295.5,"brachiopoda",0.0218397997496871,349
151,"Asselian",298.9,295.5,"bryozoa",0.0128402670775552,100
151,"Asselian",298.9,295.5,"cartilagefish",0.0134645261522527,52
151,"Asselian",298.9,295.5,"crinoids",0.0236309077269317,63
151,"Asselian",298.9,295.5,"echinodermata",0.0107758620689655,95
151,"Asselian",298.9,295.5,"gasteropoda",0.0051543247529584,169
151,"Asselian",298.9,295.5,"insecta",0.00349849792752025,92
151,"Asselian",298.9,295.5,"mollusca",0.00631897064883923,414
151,"Asselian",298.9,295.5,"rugose_corals",0.0416532127865676,129
151,"Asselian",298.9,295.5,"scleractinian_corals",NA,NA
151,"Asselian",298.9,295.5,"sea_stars",0.00326157860404436,5
151,"Asselian",298.9,295.5,"sea_urchins",0.002263296869106,6
151,"Asselian",298.9,295.5,"tabulate_corals",0.0082139848357203,39
151,"Asselian",298.9,295.5,"trilobites",0.00332485820457657,17
177,"Famennian",372.2,358.9,"ammonites",0.022680412371134,33
177,"Famennian",372.2,358.9,"animalia",0.00585884054571752,1199
177,"Famennian",372.2,358.9,"anthozoa",0.00923181163716439,109
177,"Famennian",372.2,358.9,"arthropoda",0.00299137779341897,136
177,"Famennian",372.2,358.9,"bivalvia",0.00392329733303945,89
177,"Famennian",372.2,358.9,"bony_fish",0.000888181066429818,29
177,"Famennian",372.2,358.9,"brachiopoda",0.0145181476846058,232
177,"Famennian",372.2,358.9,"bryozoa",0.0107858243451464,84
177,"Famennian",372.2,358.9,"cartilagefish",0.00310719834282755,12
177,"Famennian",372.2,358.9,"crinoids",0.0266316579144786,71
177,"Famennian",372.2,358.9,"echinodermata",0.0123638838475499,109
177,"Famennian",372.2,358.9,"gasteropoda",0.00417835793583018,137
177,"Famennian",372.2,358.9,"insecta",3.80271513860897e-05,1
177,"Famennian",372.2,358.9,"mollusca",0.00544896744356427,357
177,"Famennian",372.2,358.9,"rugose_corals",0.0245398773006135,76
177,"Famennian",372.2,358.9,"scleractinian_corals",NA,NA
177,"Famennian",372.2,358.9,"sea_stars",0.00717547292889759,11
177,"Famennian",372.2,358.9,"sea_urchins",0.001886080724255,5
177,"Famennian",372.2,358.9,"tabulate_corals",0.02106149957877,100
177,"Famennian",372.2,358.9,"trilobites",0.005476237042832,28
178,"Frasnian",382.7,372.2,"ammonites",0.0316151202749141,46
178,"Frasnian",382.7,372.2,"animalia",0.00636214377858567,1302
178,"Frasnian",382.7,372.2,"anthozoa",0.013127805539087,155
178,"Frasnian",382.7,372.2,"arthropoda",0.00329931374274151,150
178,"Frasnian",382.7,372.2,"bivalvia",0.00414370729556976,94
178,"Frasnian",382.7,372.2,"bony_fish",0.000704419466478821,23
178,"Frasnian",382.7,372.2,"brachiopoda",0.0166458072590738,266
178,"Frasnian",382.7,372.2,"bryozoa",0.0115562403697997,90
178,"Frasnian",382.7,372.2,"cartilagefish",0.00129466597617815,5
178,"Frasnian",382.7,372.2,"crinoids",0.017629407351838,47
178,"Frasnian",382.7,372.2,"echinodermata",0.00930127041742287,82
178,"Frasnian",382.7,372.2,"gasteropoda",0.00466634134439429,153
178,"Frasnian",382.7,372.2,"insecta",0,0
178,"Frasnian",382.7,372.2,"mollusca",0.00544896744356427,357
178,"Frasnian",382.7,372.2,"rugose_corals",0.0351953503390378,109
178,"Frasnian",382.7,372.2,"scleractinian_corals",NA,NA
178,"Frasnian",382.7,372.2,"sea_stars",0.0045662100456621,7
178,"Frasnian",382.7,372.2,"sea_urchins",0.001886080724255,5
178,"Frasnian",382.7,372.2,"tabulate_corals",0.0145324347093513,69
178,"Frasnian",382.7,372.2,"trilobites",0.00469391746528457,24
179,"Givetian",387.7,382.7,"ammonites",0.0481099656357388,70
179,"Givetian",387.7,382.7,"animalia",0.00811148899573902,1660
179,"Givetian",387.7,382.7,"anthozoa",0.0203269247056831,240
179,"Givetian",387.7,382.7,"arthropoda",0.00461903923983811,210
179,"Givetian",387.7,382.7,"bivalvia",0.00476085519065462,108
179,"Givetian",387.7,382.7,"bony_fish",0.000612538666503323,20
179,"Givetian",387.7,382.7,"brachiopoda",0.0176470588235294,282
179,"Givetian",387.7,382.7,"bryozoa",0.0150231124807396,117
179,"Givetian",387.7,382.7,"cartilagefish",0.00207146556188503,8
179,"Givetian",387.7,382.7,"crinoids",0.0288822205551388,77
179,"Givetian",387.7,382.7,"echinodermata",0.014519056261343,128
179,"Givetian",387.7,382.7,"gasteropoda",0.00786873246309625,258
179,"Givetian",387.7,382.7,"insecta",0,0
179,"Givetian",387.7,382.7,"mollusca",0.00735686920951814,482
179,"Givetian",387.7,382.7,"rugose_corals",0.0548918308040039,170
179,"Givetian",387.7,382.7,"scleractinian_corals",NA,NA
179,"Givetian",387.7,382.7,"sea_stars",0.0117416829745597,18
179,"Givetian",387.7,382.7,"sea_urchins",0.002640513013957,7
179,"Givetian",387.7,382.7,"tabulate_corals",0.0124262847514743,59
179,"Givetian",387.7,382.7,"trilobites",0.0103657344025034,53
180,"Eifelian",393.3,387.7,"ammonites",0.0446735395189003,65
180,"Eifelian",393.3,387.7,"animalia",0.00782318908564951,1601
180,"Eifelian",393.3,387.7,"anthozoa",0.0190564919115779,225
180,"Eifelian",393.3,387.7,"arthropoda",0.00492697518916065,224
180,"Eifelian",393.3,387.7,"bivalvia",0.00480493718316068,109
180,"Eifelian",393.3,387.7,"bony_fish",0.000214388533276163,7
180,"Eifelian",393.3,387.7,"brachiopoda",0.0210888610763454,337
180,"Eifelian",393.3,387.7,"bryozoa",0.0136106831022085,106
180,"Eifelian",393.3,387.7,"cartilagefish",0.00103573278094252,4
180,"Eifelian",393.3,387.7,"crinoids",0.0206301575393848,55
180,"Eifelian",393.3,387.7,"echinodermata",0.0138384754990926,122
180,"Eifelian",393.3,387.7,"gasteropoda",0.00622178845919239,204
180,"Eifelian",393.3,387.7,"insecta",0,0
180,"Eifelian",393.3,387.7,"mollusca",0.00627318100645634,411
180,"Eifelian",393.3,387.7,"rugose_corals",0.0516628995802389,160
180,"Eifelian",393.3,387.7,"scleractinian_corals",NA,NA
180,"Eifelian",393.3,387.7,"sea_stars",0.0143509458577952,22
180,"Eifelian",393.3,387.7,"sea_urchins",0.003017729158808,8
180,"Eifelian",393.3,387.7,"tabulate_corals",0.0054759898904802,26
180,"Eifelian",393.3,387.7,"trilobites",0.0224916878544886,115
181,"Emsian",407.6,393.3,"ammonites",0.0542955326460481,79
181,"Emsian",407.6,393.3,"animalia",0.00972890035573277,1991
181,"Emsian",407.6,393.3,"anthozoa",0.0203269247056831,240
181,"Emsian",407.6,393.3,"arthropoda",0.00714851310927327,325
181,"Emsian",407.6,393.3,"bivalvia",0.00506942913819705,115
181,"Emsian",407.6,393.3,"bony_fish",0.00079630026645432,26
181,"Emsian",407.6,393.3,"brachiopoda",0.0297872340425532,476
181,"Emsian",407.6,393.3,"bryozoa",0.0136106831022085,106
181,"Emsian",407.6,393.3,"cartilagefish",0.00207146556188503,8
181,"Emsian",407.6,393.3,"crinoids",0.0390097524381095,104
181,"Emsian",407.6,393.3,"echinodermata",0.0218920145190563,193
181,"Emsian",407.6,393.3,"gasteropoda",0.00579480297669879,190
181,"Emsian",407.6,393.3,"insecta",0,0
181,"Emsian",407.6,393.3,"mollusca",0.00662423493139185,434
181,"Emsian",407.6,393.3,"rugose_corals",0.0513400064578624,159
181,"Emsian",407.6,393.3,"scleractinian_corals",NA,NA
181,"Emsian",407.6,393.3,"sea_stars",0.030658838878017,47
181,"Emsian",407.6,393.3,"sea_urchins",0.002263296869106,6
181,"Emsian",407.6,393.3,"tabulate_corals",0.0075821398483572,36
181,"Emsian",407.6,393.3,"trilobites",0.0324662624682183,166
182,"Pragian",410.8,407.6,"ammonites",0.0460481099656357,67
182,"Pragian",410.8,407.6,"animalia",0.00762284508033306,1560
182,"Pragian",410.8,407.6,"anthozoa",0.0154992800880833,183
182,"Pragian",410.8,407.6,"arthropoda",0.00534488826324125,243
182,"Pragian",410.8,407.6,"bivalvia",0.00383513334802733,87
182,"Pragian",410.8,407.6,"bony_fish",6.12538666503323e-05,2
182,"Pragian",410.8,407.6,"brachiopoda",0.0236545682102628,378
182,"Pragian",410.8,407.6,"bryozoa",0.0107858243451464,84
182,"Pragian",410.8,407.6,"cartilagefish",0.000517866390471258,2
182,"Pragian",410.8,407.6,"crinoids",0.0292573143285821,78
182,"Pragian",410.8,407.6,"echinodermata",0.0120235934664247,106
182,"Pragian",410.8,407.6,"gasteropoda",0.00588629986580456,193
182,"Pragian",410.8,407.6,"insecta",NA,NA
182,"Pragian",410.8,407.6,"mollusca",0.00570844208373399,374
182,"Pragian",410.8,407.6,"rugose_corals",0.0371327090732967,115
182,"Pragian",410.8,407.6,"scleractinian_corals",NA,NA
182,"Pragian",410.8,407.6,"sea_stars",0.0091324200913242,14
182,"Pragian",410.8,407.6,"sea_urchins",0.000754432289701999,2
182,"Pragian",410.8,407.6,"tabulate_corals",NA,NA
182,"Pragian",410.8,407.6,"trilobites",0.0228828476432623,117
183,"Lochkovian",419.2,410.8,"ammonites",0.0426116838487973,62
183,"Lochkovian",419.2,410.8,"animalia",0.00753977561471405,1543
183,"Lochkovian",419.2,410.8,"anthozoa",0.0161768442449394,191
183,"Lochkovian",419.2,410.8,"arthropoda",0.00541087453809608,246
183,"Lochkovian",419.2,410.8,"bivalvia",0.00418778928807582,95
183,"Lochkovian",419.2,410.8,"bony_fish",0.000367523199901994,12
183,"Lochkovian",419.2,410.8,"brachiopoda",0.0209637046307885,335
183,"Lochkovian",419.2,410.8,"bryozoa",0.0091165896250642,71
183,"Lochkovian",419.2,410.8,"cartilagefish",0.000517866390471258,2
183,"Lochkovian",419.2,410.8,"crinoids",0.0330082520630158,88
183,"Lochkovian",419.2,410.8,"echinodermata",0.0142921960072595,126
183,"Lochkovian",419.2,410.8,"gasteropoda",0.00426985482493595,140
183,"Lochkovian",419.2,410.8,"insecta",NA,NA
183,"Lochkovian",419.2,410.8,"mollusca",0.00488422852084192,320
183,"Lochkovian",419.2,410.8,"rugose_corals",0.0413303196641912,128
183,"Lochkovian",419.2,410.8,"scleractinian_corals",NA,NA
183,"Lochkovian",419.2,410.8,"sea_stars",0.00848010437051533,13
183,"Lochkovian",419.2,410.8,"sea_urchins",0.000754432289701999,2
183,"Lochkovian",419.2,410.8,"tabulate_corals",NA,NA
183,"Lochkovian",419.2,410.8,"trilobites",0.0181889301779777,93
184,"Ludfordian",425.6,423,"ammonites",0.0412371134020619,60
184,"Ludfordian",425.6,423,"animalia",0.00703158594269184,1439
184,"Ludfordian",425.6,423,"anthozoa",0.0127890234606589,151
184,"Ludfordian",425.6,423,"arthropoda",0.00497096603906387,226
184,"Ludfordian",425.6,423,"bivalvia",0.00467269120564249,106
184,"Ludfordian",425.6,423,"bony_fish",9.18807999754985e-05,3
184,"Ludfordian",425.6,423,"brachiopoda",0.0177096370463079,283
184,"Ludfordian",425.6,423,"bryozoa",0.00847457627118644,66
184,"Ludfordian",425.6,423,"cartilagefish",0.000258933195235629,1
184,"Ludfordian",425.6,423,"crinoids",0.0273818454613653,73
184,"Ludfordian",425.6,423,"echinodermata",0.0123638838475499,109
184,"Ludfordian",425.6,423,"gasteropoda",0.00460534341832378,151
184,"Ludfordian",425.6,423,"insecta",NA,NA
184,"Ludfordian",425.6,423,"mollusca",0.00552528351420242,362
184,"Ludfordian",425.6,423,"rugose_corals",0.0293832741362609,91
184,"Ludfordian",425.6,423,"scleractinian_corals",NA,NA
184,"Ludfordian",425.6,423,"sea_stars",0.0104370515329419,16
184,"Ludfordian",425.6,423,"sea_urchins",0.000754432289701999,2
184,"Ludfordian",425.6,423,"tabulate_corals",NA,NA
184,"Ludfordian",425.6,423,"trilobites",0.0213182084881674,109
185,"Gorstian",427.4,425.6,"ammonites",0.0343642611683849,50
185,"Gorstian",427.4,425.6,"animalia",0.00623020992142606,1275
185,"Gorstian",427.4,425.6,"anthozoa",0.0108410265096976,128
185,"Gorstian",427.4,425.6,"arthropoda",0.0041571353158543,189
185,"Gorstian",427.4,425.6,"bivalvia",0.00440819925060613,100
185,"Gorstian",427.4,425.6,"bony_fish",0,0
185,"Gorstian",427.4,425.6,"brachiopoda",0.0170838548185232,273
185,"Gorstian",427.4,425.6,"bryozoa",0.00834617360041089,65
185,"Gorstian",427.4,425.6,"cartilagefish",0,0
185,"Gorstian",427.4,425.6,"crinoids",0.0202550637659415,54
185,"Gorstian",427.4,425.6,"echinodermata",0.00952813067150635,84
185,"Gorstian",427.4,425.6,"gasteropoda",0.00448334756618275,147
185,"Gorstian",427.4,425.6,"insecta",NA,NA
185,"Gorstian",427.4,425.6,"mollusca",0.00523528244577743,343
185,"Gorstian",427.4,425.6,"rugose_corals",0.0251856635453665,78
185,"Gorstian",427.4,425.6,"scleractinian_corals",NA,NA
185,"Gorstian",427.4,425.6,"sea_stars",0.00978473581213307,15
185,"Gorstian",427.4,425.6,"sea_urchins",0.000377216144851,1
185,"Gorstian",427.4,425.6,"tabulate_corals",NA,NA
185,"Gorstian",427.4,425.6,"trilobites",0.02053588891062,105
188,"Sheinwoodian",433.4,430.5,"ammonites",0.0350515463917526,51
188,"Sheinwoodian",433.4,430.5,"animalia",0.0058734998631797,1202
188,"Sheinwoodian",433.4,430.5,"anthozoa",0.0111798085881257,132
188,"Sheinwoodian",433.4,430.5,"arthropoda",0.00424511701566074,193
188,"Sheinwoodian",433.4,430.5,"bivalvia",0.00335023143046066,76
188,"Sheinwoodian",433.4,430.5,"bony_fish",0,0
188,"Sheinwoodian",433.4,430.5,"brachiopoda",0.0162077596996245,259
188,"Sheinwoodian",433.4,430.5,"bryozoa",0.0104006163328197,81
188,"Sheinwoodian",433.4,430.5,"cartilagefish",0,0
188,"Sheinwoodian",433.4,430.5,"crinoids",0.0195048762190548,52
188,"Sheinwoodian",433.4,430.5,"echinodermata",0.00986842105263158,87
188,"Sheinwoodian",433.4,430.5,"gasteropoda",0.00353787971208979,116
188,"Sheinwoodian",433.4,430.5,"insecta",NA,NA
188,"Sheinwoodian",433.4,430.5,"mollusca",0.00415159424271563,272
188,"Sheinwoodian",433.4,430.5,"rugose_corals",0.026154342912496,81
188,"Sheinwoodian",433.4,430.5,"scleractinian_corals",NA,NA
188,"Sheinwoodian",433.4,430.5,"sea_stars",0.0091324200913242,14
188,"Sheinwoodian",433.4,430.5,"sea_urchins",0.000377216144851,1
188,"Sheinwoodian",433.4,430.5,"tabulate_corals",NA,NA
188,"Sheinwoodian",433.4,430.5,"trilobites",0.0221005280657148,113
189,"Telychian",438.5,433.4,"ammonites",0.0384879725085911,56
189,"Telychian",438.5,433.4,"animalia",0.00683612837652946,1399
189,"Telychian",438.5,433.4,"anthozoa",0.013127805539087,155
189,"Telychian",438.5,433.4,"arthropoda",0.00541087453809608,246
189,"Telychian",438.5,433.4,"bivalvia",0.0035265594004849,80
189,"Telychian",438.5,433.4,"bony_fish",0,0
189,"Telychian",438.5,433.4,"brachiopoda",0.0178347934918648,285
189,"Telychian",438.5,433.4,"bryozoa",0.0114278376990241,89
189,"Telychian",438.5,433.4,"cartilagefish",0,0
189,"Telychian",438.5,433.4,"crinoids",0.0262565641410353,70
189,"Telychian",438.5,433.4,"echinodermata",0.0139519056261343,123
189,"Telychian",438.5,433.4,"gasteropoda",0.00341588385994876,112
189,"Telychian",438.5,433.4,"insecta",NA,NA
189,"Telychian",438.5,433.4,"mollusca",0.0043805424546301,287
189,"Telychian",438.5,433.4,"rugose_corals",0.0319664191152728,99
189,"Telychian",438.5,433.4,"scleractinian_corals",NA,NA
189,"Telychian",438.5,433.4,"sea_stars",0.0143509458577952,22
189,"Telychian",438.5,433.4,"sea_urchins",0.000377216144851,1
189,"Telychian",438.5,433.4,"tabulate_corals",NA,NA
189,"Telychian",438.5,433.4,"trilobites",0.0289458243692548,148
190,"Aeronian",440.8,438.5,"ammonites",0.0254295532646048,37
190,"Aeronian",440.8,438.5,"animalia",0.00505746452445174,1035
190,"Aeronian",440.8,438.5,"anthozoa",0.00813076988227323,96
190,"Aeronian",440.8,438.5,"arthropoda",0.00380520851662854,173
190,"Aeronian",440.8,438.5,"bivalvia",0.00260083755785762,59
190,"Aeronian",440.8,438.5,"bony_fish",3.06269333251662e-05,1
190,"Aeronian",440.8,438.5,"brachiopoda",0.0144555694618273,231
190,"Aeronian",440.8,438.5,"bryozoa",0.0105290190035953,82
